Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly,Vehicle_Standard,Type,CO2_Intensity_g_km,Traffic_Score,Distance_Cat,Weight_Cat
TRX-73761D41,2025-07-16,Semarang Depot,Aprilville,Motorcycle (Courier),Inter-District,38.6,5.1,Normal,3.707,0,Thermal Scooter,Thermal,96.0362694300518,2,Urban 10-50km,Medium 5-20kg
TRX-13423580,2025-07-08,Semarang Depot,Mirandaton,Drone Delivery,Urban Last Mile,11.8,0.6,Normal,0.059,1,Drone,Electric,5.0,2,Urban 10-50km,Light <5kg
TRX-B3901442,2025-12-05,Medan Distribution,East Lisabury,Electric Van (EV),Mixed Route,102.2,22.0,Normal,5.481,1,Electric Van,Electric,53.630136986301366,2,Long-Haul >100km,Heavy 20-100kg
TRX-CD5B45B4,2025-09-23,Bandung Hub,New Davidburgh,Cargo Bicycle,Urban Last Mile,3.9,23.0,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Heavy 20-100kg
TRX-6ABE2067,2025-02-26,Bandung Hub,Donnashire,Heavy Truck,Inter-City,454.5,2849.1,Low,392.734,0,Thermal Truck,Thermal,864.1012101210121,1,Long-Haul >100km,
TRX-F4E0EDEC,2025-06-27,Surabaya Warehouse,Millershire,Drone Delivery,Urban Last Mile,7.8,14.7,High,0.065,1,Drone,Electric,8.333333333333334,3,Urban <10km,Medium 5-20kg
TRX-459E0DF6,2025-03-08,Jakarta Fulfillment Center,South Sharon,Cargo Bicycle,Urban Last Mile,1.6,14.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-BC04BB92,2025-10-04,Makassar Port,Davidbury,Cargo Bicycle,Urban Last Mile,12.7,29.1,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Heavy 20-100kg
TRX-D78DB323,2025-01-13,Semarang Depot,Port Jessica,Drone Delivery,Urban Last Mile,1.7,2.6,Severe Congestion,0.01,1,Drone,Electric,5.882352941176471,4,Urban <10km,Light <5kg
TRX-561D39B9,2025-11-23,Medan Distribution,Lake Jamesmouth,Diesel Van (Euro 6),Mixed Route,142.1,6.5,Severe Congestion,43.557,0,Thermal Van,Thermal,306.52357494722025,4,Long-Haul >100km,Medium 5-20kg
TRX-A5BC6CAA,2025-03-07,Jakarta Fulfillment Center,North Kenneth,Motorcycle (Courier),Inter-District,30.2,20.3,Normal,3.415,0,Thermal Scooter,Thermal,113.0794701986755,2,Urban 10-50km,Heavy 20-100kg
TRX-F1491A53,2025-09-09,Medan Distribution,Jamesmouth,Heavy Truck,Inter-City,417.0,1956.4,Severe Congestion,594.129,0,Thermal Truck,Thermal,1424.769784172662,4,Long-Haul >100km,
TRX-141F4BAA,2025-04-16,Surabaya Warehouse,Taylorburgh,Motorcycle (Courier),Inter-District,6.5,18.2,High,0.823,0,Thermal Scooter,Thermal,126.61538461538461,3,Urban <10km,Medium 5-20kg
TRX-DABBD7B0,2025-07-02,Surabaya Warehouse,Gallowaymouth,Motorcycle (Courier),Inter-District,38.5,13.7,High,4.595,0,Thermal Scooter,Thermal,119.35064935064935,3,Urban 10-50km,Medium 5-20kg
TRX-AF8F1200,2025-10-08,Semarang Depot,North Steven,Diesel Van (Euro 6),Mixed Route,121.8,25.7,High,30.276,0,Thermal Van,Thermal,248.57142857142858,3,Long-Haul >100km,Heavy 20-100kg
TRX-4CD2C528,2025-09-09,Jakarta Fulfillment Center,Lake Cody,Diesel Van (Euro 6),Mixed Route,13.0,2.8,Severe Congestion,3.526,0,Thermal Van,Thermal,271.2307692307692,4,Urban 10-50km,Light <5kg
TRX-8A9C584A,2025-05-12,Medan Distribution,Annaborough,Cargo Bicycle,Urban Last Mile,9.8,19.4,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-D51D97AD,2025-11-25,Medan Distribution,East Carrie,Heavy Truck,Inter-City,340.9,1541.1,Normal,286.565,0,Thermal Truck,Thermal,840.6130830155471,2,Long-Haul >100km,
TRX-FF8E5AC5,2025-09-01,Semarang Depot,Freemanville,Heavy Truck,Inter-City,349.9,2931.9,Low,277.615,0,Thermal Truck,Thermal,793.4124035438697,1,Long-Haul >100km,
TRX-85398D98,2025-08-07,Surabaya Warehouse,Tiffanyburgh,Drone Delivery,Urban Last Mile,3.4,14.4,High,0.026,1,Drone,Electric,7.647058823529412,3,Urban <10km,Medium 5-20kg
TRX-E75DC432,2025-07-01,Medan Distribution,New Glennside,Motorcycle (Courier),Inter-District,6.4,10.0,Low,0.555,0,Thermal Scooter,Thermal,86.71875,1,Urban <10km,Medium 5-20kg
TRX-F05A2FC2,2025-10-23,Makassar Port,Jenniferchester,Diesel Van (Euro 4),Mixed Route,85.8,13.9,Normal,22.827,0,Thermal Van,Thermal,266.04895104895104,2,Suburban 50-100km,Medium 5-20kg
TRX-5565ACCD,2025-10-02,Makassar Port,Richardside,Electric Van (EV),Mixed Route,42.1,7.0,Normal,2.131,1,Electric Van,Electric,50.61757719714964,2,Urban 10-50km,Medium 5-20kg
TRX-5BD9E51F,2025-08-08,Makassar Port,West Suzanneview,Motorcycle (Courier),Inter-District,6.5,17.1,High,0.818,0,Thermal Scooter,Thermal,125.84615384615384,3,Urban <10km,Medium 5-20kg
TRX-0DA113E0,2025-03-18,Semarang Depot,Lake Charles,Drone Delivery,Urban Last Mile,13.5,11.0,High,0.109,1,Drone,Electric,8.074074074074074,3,Urban 10-50km,Medium 5-20kg
TRX-C70A2C4E,2025-02-26,Jakarta Fulfillment Center,Williamland,Electric Van (EV),Mixed Route,145.5,19.3,High,8.372,1,Electric Van,Electric,57.539518900343644,3,Long-Haul >100km,Medium 5-20kg
TRX-F0A46699,2025-05-18,Bandung Hub,Port Deanna,Cargo Bicycle,Urban Last Mile,2.2,19.4,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Medium 5-20kg
TRX-E51BFD7A,2025-08-04,Medan Distribution,East Monicahaven,Cargo Bicycle,Urban Last Mile,12.2,8.0,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Medium 5-20kg
TRX-42FB66B6,2025-01-06,Semarang Depot,Kingfort,Drone Delivery,Urban Last Mile,3.3,17.3,Normal,0.028,1,Drone,Electric,8.484848484848484,2,Urban <10km,Medium 5-20kg
TRX-2927AF7F,2025-09-26,Semarang Depot,New Davidfort,Cargo Bicycle,Urban Last Mile,14.5,20.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Heavy 20-100kg
TRX-459B9B31,2025-02-27,Jakarta Fulfillment Center,Murrayberg,Cargo Bicycle,Urban Last Mile,4.4,14.5,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-E0D3061F,2025-05-27,Jakarta Fulfillment Center,Williamsville,Cargo Bicycle,Urban Last Mile,14.5,27.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Heavy 20-100kg
TRX-92BB2225,2025-03-22,Bandung Hub,East Tammy,Diesel Van (Euro 4),Mixed Route,69.2,29.4,Severe Congestion,34.313,0,Thermal Van,Thermal,495.85260115606934,4,Suburban 50-100km,Heavy 20-100kg
TRX-1EDF2214,2025-11-12,Surabaya Warehouse,Beckerview,Diesel Van (Euro 6),Mixed Route,86.5,2.7,High,20.517,0,Thermal Van,Thermal,237.1907514450867,3,Suburban 50-100km,Light <5kg
TRX-83CEA097,2025-04-27,Medan Distribution,Jonesburgh,Diesel Van (Euro 6),Mixed Route,86.9,6.7,Low,15.278,0,Thermal Van,Thermal,175.81127733026466,1,Suburban 50-100km,Medium 5-20kg
TRX-995A3CBD,2025-10-25,Surabaya Warehouse,Wrightborough,Diesel Van (Euro 4),Mixed Route,89.8,9.4,High,31.25,0,Thermal Van,Thermal,347.9955456570156,3,Suburban 50-100km,Medium 5-20kg
TRX-D4BAB6AA,2025-01-28,Bandung Hub,North Brettmouth,Diesel Van (Euro 6),Mixed Route,62.7,6.6,High,15.177,0,Thermal Van,Thermal,242.05741626794259,3,Suburban 50-100km,Medium 5-20kg
TRX-127303F1,2025-05-24,Bandung Hub,West Danielmouth,Diesel Van (Euro 6),Mixed Route,117.2,0.6,Severe Congestion,36.826,0,Thermal Van,Thermal,314.2150170648464,4,Long-Haul >100km,Light <5kg
TRX-5281D5CD,2025-11-02,Jakarta Fulfillment Center,Port Michaelshire,Motorcycle (Courier),Inter-District,6.5,18.0,Severe Congestion,1.207,0,Thermal Scooter,Thermal,185.69230769230768,4,Urban <10km,Medium 5-20kg
TRX-C2C42CCA,2025-07-05,Jakarta Fulfillment Center,South Tiffanytown,Diesel Van (Euro 6),Mixed Route,100.5,13.0,Normal,17.355,0,Thermal Van,Thermal,172.6865671641791,2,Long-Haul >100km,Medium 5-20kg
TRX-53ACC402,2025-06-27,Surabaya Warehouse,East Robert,Cargo Bicycle,Urban Last Mile,3.0,11.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-0816165D,2025-10-06,Bandung Hub,New Ryanland,Drone Delivery,Urban Last Mile,1.6,24.0,Normal,0.017,1,Drone,Electric,10.625,2,Urban <10km,Heavy 20-100kg
TRX-980CE342,2025-12-12,Semarang Depot,Malonemouth,Diesel Van (Euro 6),Mixed Route,10.5,12.4,Low,1.752,0,Thermal Van,Thermal,166.85714285714286,1,Urban 10-50km,Medium 5-20kg
TRX-34B38E83,2025-08-25,Makassar Port,Lake Kara,Motorcycle (Courier),Inter-District,37.3,9.1,Severe Congestion,5.763,0,Thermal Scooter,Thermal,154.5040214477212,4,Urban 10-50km,Medium 5-20kg
TRX-1D65A66D,2025-05-21,Makassar Port,North Jenniferfurt,Drone Delivery,Urban Last Mile,14.7,17.6,High,0.132,1,Drone,Electric,8.979591836734695,3,Urban 10-50km,Medium 5-20kg
TRX-5D5AC19B,2025-07-20,Semarang Depot,West Ericamouth,Cargo Bicycle,Urban Last Mile,4.0,11.3,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-8E5310D6,2025-10-22,Semarang Depot,North Michelle,Diesel Van (Euro 6),Mixed Route,57.9,0.5,Severe Congestion,17.011,0,Thermal Van,Thermal,293.79965457685665,4,Suburban 50-100km,Light <5kg
TRX-9C853516,2025-03-29,Bandung Hub,Meganborough,Cargo Bicycle,Urban Last Mile,6.6,13.4,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-F034E0CF,2025-03-14,Bandung Hub,West Kenneth,Drone Delivery,Urban Last Mile,7.9,1.2,Normal,0.042,1,Drone,Electric,5.3164556962025316,2,Urban <10km,Light <5kg
TRX-D12307EF,2025-03-21,Makassar Port,Danabury,Cargo Bicycle,Urban Last Mile,3.9,10.1,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-7D9B4E64,2025-08-13,Medan Distribution,Robertmouth,Heavy Truck,Inter-City,408.1,684.7,Low,343.222,0,Thermal Truck,Thermal,841.0242587601077,1,Long-Haul >100km,Bulk >100kg
TRX-1144C99F,2026-01-03,Jakarta Fulfillment Center,New Craig,Cargo Bicycle,Urban Last Mile,2.2,4.7,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Light <5kg
TRX-A0850B51,2025-05-24,Bandung Hub,South Christopher,Motorcycle (Courier),Inter-District,14.9,23.7,High,1.988,0,Thermal Scooter,Thermal,133.4228187919463,3,Urban 10-50km,Heavy 20-100kg
TRX-7AC98A82,2025-04-08,Surabaya Warehouse,Masontown,Diesel Van (Euro 6),Mixed Route,79.2,26.7,High,18.458,0,Thermal Van,Thermal,233.05555555555554,3,Suburban 50-100km,Heavy 20-100kg
TRX-36562A63,2025-04-13,Jakarta Fulfillment Center,Port Anthony,Electric Van (EV),Mixed Route,127.4,13.3,High,6.467,1,Electric Van,Electric,50.761381475667186,3,Long-Haul >100km,Medium 5-20kg
TRX-6416D4A3,2025-10-31,Medan Distribution,Jamesburgh,Cargo Bicycle,Urban Last Mile,6.7,15.6,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-598836F1,2025-06-15,Semarang Depot,Fitzgeraldberg,Cargo Bicycle,Urban Last Mile,9.0,24.2,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Heavy 20-100kg
TRX-FB61FD28,2025-04-10,Surabaya Warehouse,East David,Motorcycle (Courier),Inter-District,7.0,26.3,Normal,0.662,0,Thermal Scooter,Thermal,94.57142857142857,2,Urban <10km,Heavy 20-100kg
TRX-C37330E4,2025-02-12,Surabaya Warehouse,North Roberttown,Heavy Truck,Inter-City,316.0,4331.7,High,380.762,0,Thermal Truck,Thermal,1204.9430379746836,3,Long-Haul >100km,
TRX-B37D19D6,2025-07-01,Surabaya Warehouse,Hughesland,Drone Delivery,Urban Last Mile,14.4,29.1,Normal,0.164,1,Drone,Electric,11.38888888888889,2,Urban 10-50km,Heavy 20-100kg
TRX-177FF9D8,2025-06-03,Surabaya Warehouse,Meganchester,Drone Delivery,Urban Last Mile,10.3,13.3,Low,0.078,1,Drone,Electric,7.572815533980582,1,Urban 10-50km,Medium 5-20kg
TRX-6E140F3C,2025-12-02,Semarang Depot,West Christine,Cargo Bicycle,Urban Last Mile,9.3,10.9,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-B505BF82,2025-10-13,Medan Distribution,North William,Motorcycle (Courier),Inter-District,7.5,24.9,Low,0.715,0,Thermal Scooter,Thermal,95.33333333333333,1,Urban <10km,Heavy 20-100kg
TRX-8F4A6F15,2025-01-17,Surabaya Warehouse,Robertshire,Heavy Truck,Inter-City,564.1,3765.3,Normal,474.853,0,Thermal Truck,Thermal,841.7886899485907,2,,
TRX-E4CA84F4,2025-02-25,Medan Distribution,Lake Jonathan,Drone Delivery,Urban Last Mile,2.7,6.2,Low,0.016,1,Drone,Electric,5.925925925925926,1,Urban <10km,Medium 5-20kg
TRX-00D13C0E,2025-11-24,Medan Distribution,Connorshire,Cargo Bicycle,Urban Last Mile,4.9,28.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-D8EB45BE,2025-08-02,Medan Distribution,New William,Diesel Van (Euro 4),Mixed Route,144.2,21.4,Normal,37.77,0,Thermal Van,Thermal,261.9278779472954,2,Long-Haul >100km,Heavy 20-100kg
TRX-89486BF9,2025-08-20,Surabaya Warehouse,East Charlene,Electric Van (EV),Mixed Route,17.6,2.5,Low,0.859,1,Electric Van,Electric,48.80681818181818,1,Urban 10-50km,Light <5kg
TRX-CD745B6B,2025-02-19,Medan Distribution,Wumouth,Heavy Truck,Inter-City,280.1,737.7,Normal,238.2,0,Thermal Truck,Thermal,850.4105676544091,2,Long-Haul >100km,Bulk >100kg
TRX-8AE9C1FE,2025-11-22,Medan Distribution,West Carla,Electric Van (EV),Mixed Route,45.5,25.8,Normal,2.317,1,Electric Van,Electric,50.92307692307692,2,Urban 10-50km,Heavy 20-100kg
TRX-1ED9CC20,2025-06-18,Makassar Port,New Michelle,Motorcycle (Courier),Inter-District,5.6,14.8,Severe Congestion,0.854,0,Thermal Scooter,Thermal,152.5,4,Urban <10km,Medium 5-20kg
TRX-1A7F1633,2025-03-20,Jakarta Fulfillment Center,North Molly,Heavy Truck,Inter-City,107.5,2613.6,High,126.148,0,Thermal Truck,Thermal,1173.4697674418605,3,Long-Haul >100km,
TRX-3DACB20D,2025-05-18,Makassar Port,Saraville,Motorcycle (Courier),Inter-District,16.7,6.8,Normal,1.554,0,Thermal Scooter,Thermal,93.05389221556887,2,Urban 10-50km,Medium 5-20kg
TRX-4061B362,2025-11-08,Medan Distribution,Maryside,Drone Delivery,Urban Last Mile,9.2,16.3,Low,0.08,1,Drone,Electric,8.695652173913045,1,Urban <10km,Medium 5-20kg
TRX-1EF59E27,2025-11-21,Medan Distribution,Deniseview,Motorcycle (Courier),Inter-District,23.8,10.2,Severe Congestion,3.646,0,Thermal Scooter,Thermal,153.19327731092437,4,Urban 10-50km,Medium 5-20kg
TRX-92A36CD1,2025-09-03,Medan Distribution,Susanland,Cargo Bicycle,Urban Last Mile,7.1,25.6,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Heavy 20-100kg
TRX-AFDEB941,2025-04-28,Medan Distribution,Tammyhaven,Diesel Van (Euro 6),Mixed Route,64.4,4.7,Normal,12.424,0,Thermal Van,Thermal,192.91925465838509,2,Suburban 50-100km,Light <5kg
TRX-35E19B18,2025-08-04,Jakarta Fulfillment Center,Longmouth,Electric Van (EV),Mixed Route,134.0,5.7,Normal,6.89,1,Electric Van,Electric,51.417910447761194,2,Long-Haul >100km,Medium 5-20kg
TRX-C9A327B7,2025-07-28,Bandung Hub,South Anthonyland,Cargo Bicycle,Urban Last Mile,4.3,8.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-966B56C6,2025-02-04,Makassar Port,Rogersstad,Cargo Bicycle,Urban Last Mile,14.9,6.3,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-D5CA2C8B,2025-07-09,Surabaya Warehouse,South Judith,Drone Delivery,Urban Last Mile,12.1,18.3,Low,0.112,1,Drone,Electric,9.25619834710744,1,Urban 10-50km,Medium 5-20kg
TRX-594D38C1,2025-12-04,Makassar Port,Sarahside,Electric Van (EV),Mixed Route,10.7,1.4,High,0.585,1,Electric Van,Electric,54.67289719626169,3,Urban 10-50km,Light <5kg
TRX-EF4929BA,2025-12-06,Semarang Depot,Kathymouth,Heavy Truck,Inter-City,778.3,4645.9,Severe Congestion,1209.977,0,Thermal Truck,Thermal,1554.6408839779006,4,,
TRX-EE81338B,2025-06-04,Bandung Hub,Teresafort,Diesel Van (Euro 4),Mixed Route,49.9,10.7,High,17.481,0,Thermal Van,Thermal,350.32064128256513,3,Urban 10-50km,Medium 5-20kg
TRX-26DD8B11,2025-11-27,Medan Distribution,New Andrea,Motorcycle (Courier),Inter-District,8.7,22.8,High,1.137,0,Thermal Scooter,Thermal,130.6896551724138,3,Urban <10km,Heavy 20-100kg
TRX-E963E301,2025-09-03,Surabaya Warehouse,Christinastad,Diesel Van (Euro 6),Mixed Route,99.8,24.9,Normal,19.254,0,Thermal Van,Thermal,192.9258517034068,2,Suburban 50-100km,Heavy 20-100kg
TRX-92605889,2025-05-27,Bandung Hub,New Anthony,Heavy Truck,Inter-City,529.5,4586.9,Low,441.269,0,Thermal Truck,Thermal,833.3692162417375,1,,
TRX-ADA502F0,2025-08-02,Medan Distribution,New Kristin,Motorcycle (Courier),Inter-District,8.3,18.8,Normal,0.872,0,Thermal Scooter,Thermal,105.0602409638554,2,Urban <10km,Medium 5-20kg
TRX-6BF55CE1,2025-10-08,Semarang Depot,Ayalatown,Diesel Van (Euro 4),Mixed Route,131.8,19.6,Low,33.882,0,Thermal Van,Thermal,257.07132018209404,1,Long-Haul >100km,Medium 5-20kg
TRX-7FD6229E,2025-02-17,Makassar Port,Noblefort,Cargo Bicycle,Urban Last Mile,1.6,11.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-A3CBDD34,2025-05-29,Medan Distribution,Smithhaven,Drone Delivery,Urban Last Mile,8.0,16.2,Normal,0.059,1,Drone,Electric,7.375,2,Urban <10km,Medium 5-20kg
TRX-04F89707,2025-02-12,Medan Distribution,Cassandraport,Heavy Truck,Inter-City,476.4,4624.3,High,598.361,0,Thermal Truck,Thermal,1256.0054575986567,3,Long-Haul >100km,
TRX-94115312,2025-02-01,Bandung Hub,East Drew,Cargo Bicycle,Urban Last Mile,6.4,17.3,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-E72E64D9,2025-02-01,Bandung Hub,Adamville,Electric Van (EV),Mixed Route,87.0,5.1,Normal,4.508,1,Electric Van,Electric,51.81609195402299,2,Suburban 50-100km,Medium 5-20kg
TRX-D35D05FA,2025-08-22,Jakarta Fulfillment Center,South Joshua,Drone Delivery,Urban Last Mile,4.8,18.4,High,0.041,1,Drone,Electric,8.541666666666668,3,Urban <10km,Medium 5-20kg
TRX-71C7F185,2026-01-03,Surabaya Warehouse,South Sara,Drone Delivery,Urban Last Mile,4.2,2.1,High,0.024,1,Drone,Electric,5.714285714285714,3,Urban <10km,Light <5kg
TRX-6F69BE24,2025-02-17,Semarang Depot,Thomasshire,Heavy Truck,Inter-City,401.7,3401.3,Severe Congestion,578.55,0,Thermal Truck,Thermal,1440.253920836445,4,Long-Haul >100km,
TRX-5BFD2181,2025-12-19,Makassar Port,South Johnview,Motorcycle (Courier),Inter-District,39.1,18.2,High,4.902,0,Thermal Scooter,Thermal,125.37084398976981,3,Urban 10-50km,Medium 5-20kg
TRX-AE21C6B2,2025-06-20,Medan Distribution,West Marissa,Drone Delivery,Urban Last Mile,2.7,12.7,Low,0.02,1,Drone,Electric,7.4074074074074066,1,Urban <10km,Medium 5-20kg
TRX-A261B2E9,2025-11-01,Semarang Depot,Port Nicoleborough,Diesel Van (Euro 6),Mixed Route,112.8,11.8,High,30.73,0,Thermal Van,Thermal,272.4290780141844,3,Long-Haul >100km,Medium 5-20kg
TRX-EF263DBF,2025-09-19,Bandung Hub,South Andrew,Diesel Van (Euro 6),Mixed Route,35.3,13.4,Normal,6.614,0,Thermal Van,Thermal,187.36543909348444,2,Urban 10-50km,Medium 5-20kg
TRX-1DECBBDA,2026-01-02,Makassar Port,Martinmouth,Cargo Bicycle,Urban Last Mile,4.6,25.9,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Heavy 20-100kg
TRX-84EB3CA0,2025-10-01,Bandung Hub,Kennethmouth,Diesel Van (Euro 6),Mixed Route,92.4,10.0,Normal,15.978,0,Thermal Van,Thermal,172.9220779220779,2,Suburban 50-100km,Medium 5-20kg
TRX-B6B51DB7,2025-09-01,Bandung Hub,North Madelineberg,Cargo Bicycle,Urban Last Mile,8.0,22.6,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Heavy 20-100kg
TRX-0C5F5CCF,2025-07-05,Makassar Port,West Phillip,Motorcycle (Courier),Inter-District,36.4,28.5,Low,3.407,0,Thermal Scooter,Thermal,93.59890109890111,1,Urban 10-50km,Heavy 20-100kg
TRX-6759D003,2025-09-08,Semarang Depot,Port Sabrina,Diesel Van (Euro 6),Mixed Route,78.7,12.5,Low,14.264,0,Thermal Van,Thermal,181.24523506988564,1,Suburban 50-100km,Medium 5-20kg
TRX-AC1FECF0,2025-04-08,Jakarta Fulfillment Center,Margaretburgh,Diesel Van (Euro 4),Mixed Route,137.6,22.2,High,47.508,0,Thermal Van,Thermal,345.26162790697674,3,Long-Haul >100km,Heavy 20-100kg
TRX-F1D1E752,2025-12-08,Medan Distribution,Greerchester,Electric Van (EV),Mixed Route,61.8,23.9,Normal,3.026,1,Electric Van,Electric,48.96440129449839,2,Suburban 50-100km,Heavy 20-100kg
TRX-C4340E43,2025-10-18,Semarang Depot,Davidfurt,Electric Van (EV),Mixed Route,116.9,28.5,High,5.898,1,Electric Van,Electric,50.453378956372966,3,Long-Haul >100km,Heavy 20-100kg
TRX-834BA2C5,2025-10-21,Surabaya Warehouse,Port Jacob,Diesel Van (Euro 6),Mixed Route,113.5,10.7,Normal,23.55,0,Thermal Van,Thermal,207.48898678414096,2,Long-Haul >100km,Medium 5-20kg
TRX-66C75B8B,2025-11-23,Jakarta Fulfillment Center,Petershire,Diesel Van (Euro 6),Mixed Route,82.8,25.3,Low,15.419,0,Thermal Van,Thermal,186.21980676328502,1,Suburban 50-100km,Heavy 20-100kg
TRX-7825141E,2025-09-03,Surabaya Warehouse,West Gavinport,Electric Van (EV),Mixed Route,120.6,21.6,Low,6.281,1,Electric Van,Electric,52.08126036484246,1,Long-Haul >100km,Heavy 20-100kg
TRX-C0B2AC15,2025-01-21,Bandung Hub,Lake Micheal,Drone Delivery,Urban Last Mile,13.7,12.2,Normal,0.106,1,Drone,Electric,7.7372262773722635,2,Urban 10-50km,Medium 5-20kg
TRX-83DC0D0A,2025-02-20,Bandung Hub,Michaelfurt,Heavy Truck,Inter-City,365.6,3927.4,Normal,333.627,0,Thermal Truck,Thermal,912.546498905908,2,Long-Haul >100km,
TRX-D42D1B98,2025-08-25,Semarang Depot,North Rhonda,Diesel Van (Euro 6),Mixed Route,99.4,17.7,High,24.82,0,Thermal Van,Thermal,249.69818913480884,3,Suburban 50-100km,Medium 5-20kg
TRX-517159CD,2025-03-27,Jakarta Fulfillment Center,New Lynn,Drone Delivery,Urban Last Mile,9.6,13.9,Normal,0.086,1,Drone,Electric,8.958333333333334,2,Urban <10km,Medium 5-20kg
TRX-64D1B52E,2025-02-11,Surabaya Warehouse,Ginashire,Electric Van (EV),Mixed Route,57.2,25.0,Normal,2.923,1,Electric Van,Electric,51.1013986013986,2,Suburban 50-100km,Heavy 20-100kg
TRX-3A365FC8,2025-07-16,Bandung Hub,Melaniemouth,Electric Van (EV),Mixed Route,58.7,10.0,High,3.162,1,Electric Van,Electric,53.867120954003404,3,Suburban 50-100km,Medium 5-20kg
TRX-D1003A6C,2025-03-17,Medan Distribution,South Amandaborough,Cargo Bicycle,Urban Last Mile,12.3,27.1,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Heavy 20-100kg
TRX-D05279DC,2025-02-26,Bandung Hub,West Angelicaport,Electric Van (EV),Mixed Route,119.9,23.2,High,6.411,1,Electric Van,Electric,53.469557964970804,3,Long-Haul >100km,Heavy 20-100kg
TRX-DED5FD2B,2025-12-06,Semarang Depot,West Dustinchester,Cargo Bicycle,Urban Last Mile,10.0,0.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Light <5kg
TRX-5DB70B2C,2025-10-03,Bandung Hub,North Justin,Cargo Bicycle,Urban Last Mile,1.9,16.6,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-70D2AEDC,2025-04-24,Semarang Depot,Davisfort,Heavy Truck,Inter-City,777.0,1249.4,Normal,670.285,0,Thermal Truck,Thermal,862.6576576576576,2,,
TRX-CBEA42D0,2025-02-16,Jakarta Fulfillment Center,Baileyfort,Heavy Truck,Inter-City,457.0,2963.6,Normal,420.66,0,Thermal Truck,Thermal,920.4814004376368,2,Long-Haul >100km,
TRX-A6141A79,2025-10-02,Makassar Port,Jenniferland,Heavy Truck,Inter-City,566.6,1798.9,High,673.231,0,Thermal Truck,Thermal,1188.19449346982,3,,
TRX-258832F7,2025-03-01,Bandung Hub,Sabrinamouth,Diesel Van (Euro 4),Mixed Route,119.7,22.5,Normal,34.309,0,Thermal Van,Thermal,286.624895572264,2,Long-Haul >100km,Heavy 20-100kg
TRX-01348259,2025-04-19,Surabaya Warehouse,Catherinemouth,Cargo Bicycle,Urban Last Mile,2.2,20.2,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Heavy 20-100kg
TRX-64F4C394,2025-07-28,Medan Distribution,West Kristy,Heavy Truck,Inter-City,247.0,1004.0,Normal,218.536,0,Thermal Truck,Thermal,884.7611336032388,2,Long-Haul >100km,
TRX-A578E69E,2025-01-15,Surabaya Warehouse,West Johnton,Motorcycle (Courier),Inter-District,7.5,17.9,Low,0.72,0,Thermal Scooter,Thermal,96.0,1,Urban <10km,Medium 5-20kg
TRX-A24623F6,2025-02-02,Medan Distribution,South Geraldchester,Diesel Van (Euro 4),Mixed Route,127.3,3.6,Severe Congestion,58.316,0,Thermal Van,Thermal,458.09897879025925,4,Long-Haul >100km,Light <5kg
